HUB ID,Location,Name,Sitewide?,Affected item,Additional Elements,Component,Description of item/issue,WCAG Guideline,Affected Users,Recommended Fix,Priority,Issue Resolved Date,Category,Category ID,Common Issue ID,Allyant Status,Client Status,Client Sprint,Client Release,Client Assignee,Client Source ID,Ready for QA,High Risk,Last Comment,Last Comment Timestamp,Last Comment Email,Created Session,Last Updated Session,Last Screenshot Link,All Screenshots,Issue Link,Related Knowledge Base Articles
10,https://app-us3.e-builder.net/da2/Home/index2.aspx,Home,Yes,"""Trimble Unity Construct"" > ""Logo"" label","",Header,Accessible names of elements should properly match the visible labels.,2.5.3 (WCAG 2.1 A),"Motor / Dexterity,Visual"," To resolve this issue, please implement one of the following options:

1. If using an `aria-label` or `aria-labelledby` attribute, preferably remove the attribute from the element.
2. Adjust the [accessible name](https://webaim.org/articles/label-name) to match or at least contain the visible text as written. For better usability, this should be placed at the beginning of the accessible name, but this is not required.",Serious,,Textual content,116,515,Open,Open,,,,,"","",,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2001794,https://hub.accessible360.com/screenshots/2001794,https://hub.accessible360.com/issues/700662/edit,https://hub.accessible360.com/kb/articles/751
11,https://app-us3.e-builder.net/da2/Home/index2.aspx,Home,"",<header> tag,"",,Unnecessary ARIA attributes can cause unexpected behavior for screen reader users.,4.1.2 (WCAG 2.0 A),Visual,"The presence of an unnecessary ARIA attribute can create unexpected behavior across various configurations. Remove the `role=banner` and `aria-label` attribute from the element.

",Warning,,ARIA,95,349,Open,Open,,,,,"","",,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2001795,https://hub.accessible360.com/screenshots/2001795,https://hub.accessible360.com/issues/700663/edit,https://hub.accessible360.com/kb/articles/1001
12,https://app-us3.e-builder.net/da2/Home/index2.aspx,Home,Yes,"""Search"" button > search form","",Header,Search inputs that rely on a magnifying glass image as the only label do not convey that label to all users.,3.3.2 (WCAG 2.0 A),"Motor / Dexterity,Visual","Add an [Accessible Name](https://hub.accessible360.com/kb/articles/751) to the text input that is visually labeled by the magnifying glass image. This can be done in a variety of ways, including:

- Preferably use a `<label>` that is correctly associated with the related input via the `for` attribute. If styling constraints do not allow a visible label, this `<label>` can be added as screen reader only text. 
- The addition of an `aria-labelledby` or `aria-label` attribute on the input.

If an input hint, such as placeholder text, is visible, include this hint in the accessible name.
",Critical,,Forms,105,914,Open,Open,,,,,"",Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2001799,https://hub.accessible360.com/screenshots/2001799,https://hub.accessible360.com/issues/700666/edit,""
13,https://app-us3.e-builder.net/da2/Home/index2.aspx,Home,Yes,"""Search"" button > search icon","",Header,Decorative SVG elements should be hidden from screen reader users.,1.1.1 (WCAG 2.0 A),Visual,"Give each `<svg>` tag an `aria-hidden=""true""` attribute.",Warning,,Images,1,410,Open,Open,,,,,"","",,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2001800,https://hub.accessible360.com/screenshots/2001800,https://hub.accessible360.com/issues/700667/edit,""
14,https://app-us3.e-builder.net/da2/Home/index2.aspx,Home,Yes,"""Search"" button > close button","",Header,Image buttons must be properly labeled for screen reader users.,"1.3.1 (WCAG 2.0 A), 2.4.6 (WCAG 2.0 AA)",Visual,"Based on the current content structure, select the appropriate option for remediation: 

- For each `<img>` element, adjust the `alt` to tell users what this button does.
- For each `<svg>` element, add `role=""img""` and `aria-labelledby` attributes to the `<svg>` tag, then add a `<title>` tag within the `<svg>` tag and give this `<title>` tag a unique `id` attribute. Ensure the `<title>` is a direct descendant of the `<svg>` tag and that the `<svg>` tag’s `aria-labelledby` attribute holds the `<title>` tag’s `id` value. Ensure the `<title>` tells users what this button does.
- If using a background image, change it from a CSS background image by using an `<img>` tag with an `alt` attribute then ensure it informs screen reader users what this button does.",Critical,,Buttons,98,920,Open,Open,,,,,"",Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2001801,https://hub.accessible360.com/screenshots/2001801,https://hub.accessible360.com/issues/700668/edit,""
15,https://app-us3.e-builder.net/da2/Home/index2.aspx,Home,Yes,"""Reports"" link",Logo link,Header,Elements that are marked up as buttons but function as links can cause confusion for screen reader users.,4.1.2 (WCAG 2.0 A),Visual,"Mark each element up as a link. Alternatively, give each element a `role=""link""` attribute. ",Warning,,Links,108,804,Open,Open,,,,,"","",,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2001854,"https://hub.accessible360.com/screenshots/2001803, https://hub.accessible360.com/screenshots/2001854",https://hub.accessible360.com/issues/700669/edit,""
16,https://app-us3.e-builder.net/da2/Home/index2.aspx,Home,Yes,"""Reports"" button","",Header,Image links must be properly labeled for screen reader users.,2.4.4 (WCAG 2.0 A),Visual,"Based on the current content structure, select the appropriate option for remediation: 

- For each `<img>` element, adjust the `alt` to tell users where this link goes and/or what it does
- For each `<svg>` element, add `role=""img""` and `aria-labelledby` attributes to the `<svg>` tag, then add a `<title>` tag within the `<svg>` tag and give this `<title>` tag a unique `id` attribute. Ensure the `<title>` is a direct descendant of the `<svg>` tag and that the `<svg>` tag’s `aria-labelledby` attribute holds the `<title>` tag’s `id` value.
- If using a background image, change it from a CSS background image by using an `<img>` tag with an `alt` attribute then ensure it informs screen reader users where this link goes and/or what it does.
",Critical,,Images,1,116,Open,Open,,,,,"",Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2001804,https://hub.accessible360.com/screenshots/2001804,https://hub.accessible360.com/issues/700670/edit,"https://hub.accessible360.com/kb/articles/152, https://hub.accessible360.com/kb/articles/472, https://hub.accessible360.com/kb/articles/1359"
17,https://app-us3.e-builder.net/da2/Home/index2.aspx,Home,Yes,Modal dialog,"",Resource Center,The modal dialog container is not labeled.,4.1.2 (WCAG 2.0 A),Visual,"Provide a [label using one of the following methods](https://hub.accessible360.com/kb/articles/820#heading-labelling). All of these solutions are acceptable, but some may be easier to implement than others depending on the content within the modal dialog.

1. Add a heading (preferably an `<h1>`, but `<h2>` is acceptable), then associate it with the modal dialog wrapper by giving that heading a unique `id` and referencing it with an `aria-labelledby` attribute on the wrapper element (the element with `role=""dialog""` and `aria-modal=""true""`).
  * If a heading describing the contents of the modal dialog already exists, you can use that heading instead.
  * This heading is most helpful when it is visible for all users, but for strict WCAG conformance it can be made visible only to screen reader users instead.
1. Alternatively, add an `aria-label` attribute to the wrapper element (the element with `role=""dialog""` and `aria-modal=""true""`) describing the purpose of the modal dialog.",Serious,,Modal Dialogs,112,44,Open,Open,"","","","","","",,,,Audit Session,Audit Session,,"",https://hub.accessible360.com/issues/700672/edit,"https://hub.accessible360.com/kb/articles/820, https://hub.accessible360.com/kb/articles/923"
18,https://app-us3.e-builder.net/da2/Home/index2.aspx,Home,Yes,Modal dialog,"",Resource Center,Keyboard users are able to focus on elements outside of this modal dialog while it is open.,2.4.3 (WCAG 2.0 A),Motor / Dexterity,Do not allow Tab or Shift + Tab to move focus outside of a modal dialog. See the [code sample provided in the related Knowledge Base article](https://hub.accessible360.com/kb/articles/820#heading-trapping-keyboard-focus) for additional details.,Serious,,Modal Dialogs,112,8,Open,Open,"","","","","","",,,,Audit Session,Audit Session,,"",https://hub.accessible360.com/issues/700673/edit,"https://hub.accessible360.com/kb/articles/45, https://hub.accessible360.com/kb/articles/820"
19,https://app-us3.e-builder.net/da2/Home/index2.aspx,Home,Yes,Modal dialog,"",Resource Center,Closing this modal dialog does not return the user to the element that opened it.,2.4.3 (WCAG 2.0 A),"Motor / Dexterity,Visual","When this modal dialog closes, return focus to the element that triggered this modal dialog to open.

If this element is no longer available on the page, then focus should be moved to another element as close as possible to where that element was.

If this modal dialog was opened automatically when the page loaded, then move focus on to the `<body>` element.",Serious,,Modal Dialogs,112,46,Open,Open,,,,,"","",,,,Audit Session,Audit Session,,"",https://hub.accessible360.com/issues/700674/edit,"https://hub.accessible360.com/kb/articles/114, https://hub.accessible360.com/kb/articles/820"
20,https://app-us3.e-builder.net/da2/Home/index2.aspx,Home,Yes,Modal dialog container,"",Resource Center,This modal dialog is missing necessary ARIA attributes. ,4.1.2 (WCAG 2.0 A),Visual,"Ensure the attributes `role=""dialog""` and `aria-modal=""true""` are present on the wrapper element of this modal dialog. Do not [add these attributes](https://hub.accessible360.com/kb/articles/820#heading--do-not-dynamically-add-these-attributes-while-a-users-focus-is-inside) dynamically after the user's focus has been moved to it or into it.",Serious,,Modal Dialogs,112,588,Open,Open,"","","","","","",,,,Audit Session,Audit Session,,"",https://hub.accessible360.com/issues/700675/edit,"https://hub.accessible360.com/kb/articles/113, https://hub.accessible360.com/kb/articles/820, https://hub.accessible360.com/kb/articles/1001"
21,https://app-us3.e-builder.net/da2/Home/index2.aspx,Home,Yes,Close button,"",Resource Center,"This is a button, but it is not marked up as such; screen readers will not identify it as actionable and it will not be usable by keyboard users.","2.1.1 (WCAG 2.0 A), 4.1.2 (WCAG 2.0 A)","Motor / Dexterity,Visual","Preferably, buttons should be marked up as semantic HTML `<button>` elements.

Less preferably, ensure that custom button elements include `role=""button”` and `tabindex=“0”`, and have the appropriate scripting in place so that the element can be selected by keyboard users using the `Enter` key and `Space` key, and by mouse click.",Critical,,Buttons,98,84,Open,Open,,,,,"",Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2001808,https://hub.accessible360.com/screenshots/2001808,https://hub.accessible360.com/issues/700676/edit,"https://hub.accessible360.com/kb/articles/127, https://hub.accessible360.com/kb/articles/59, https://hub.accessible360.com/kb/articles/1368"
22,https://app-us3.e-builder.net/da2/Home/index2.aspx,Home,Yes,"""Resource Center""","",Resource Center,Text that functions as a heading should be marked up as such.,"1.3.1 (WCAG 2.0 A), 2.4.6 (WCAG 2.0 AA)","Cognitive,Visual","Mark this text up as a heading.

Headings provide structure for screen reader users. When marking text up as a heading, verify that the page maintains a logical outline structure. For example; 

- Each page needs a single `<h1>` heading that describes the main purpose of the page.
- An `<h2>` should head each major section of the page.
- Subsequent heading levels (`<h3>` through `<h6>`) should be related to a parent `<h2>` and should not skip heading levels.",Serious,,Headings,106,15,Open,Open,,,,,"","",,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2001809,https://hub.accessible360.com/screenshots/2001809,https://hub.accessible360.com/issues/700678/edit,"https://hub.accessible360.com/kb/articles/63, https://hub.accessible360.com/kb/articles/1313"
